Age,Gender,Income,Occupation,Marital_Status,Household_Size,Weekly_Order_Frequency,Top_Priorities,Multi_Restaurant_Support,Flexible_Delivery_for_Freshness,Try_New_Food_Recommendations,Preferred_Cuisines,Wants_Personalised_Discounts,App_Frustrations,Sustainability_Importance,Importance_OnTime,Importance_DriverRating,Avg_Spend_Per_Order,Willing_To_Try_New_App,Max_Willingness_To_Pay,Likely_To_Recommend,Pay_Extra_For_Features,Order_Device,Delivery_Timing_Preference,Current_Satisfaction
25-34,Male,25K+,Student,Married,2,1–2,"Variety of restaurants, Fresh/hot food",No,Yes,Often,"Italian, Chinese, Indian",Yes,"Limited restaurant choice, Bad customer support, Poor packaging, Lack of discounts",Often,3,5,50–75,Yes,30–50,3,Depends,Mobile App,ASAP,8
25-34,Male,25K+,Unemployed,Married,1,1–2,"Fast delivery, Fresh/hot food",No,Yes,Sometimes,"Chinese, Fast Food",Yes,"Non-transparent pricing, Lack of discounts",Rarely,5,3,25–50,No,75–100,3,Depends,Phone Call,ASAP,6
45-54,Female,15–25K,Employed,Married,5,3–5,"Discounts, Fresh/hot food, Low price",Yes,No,Often,"Vegan, Chinese",Neutral,"Limited restaurant choice, Cold food, Driver behavior, Bad customer support",Often,5,5,25–50,Yes,50–75,5,Yes,Website,Schedule,7
25-34,Male,25K+,Homemaker,Other,2,1–2,"Sustainability, Low price",Yes,Yes,Often,"Fast Food, Italian, Chinese",Yes,"Late delivery, Poor packaging, Bad customer support, Non-transparent pricing",Always,3,5,50–75,Yes,30–50,4,No,Mobile App,ASAP,7
45-54,Male,8–15K,Unemployed,Other,7,1–2,"Sustainability, Low price, Fast delivery",Yes,Yes,Sometimes,"Fast Food, Chinese, Vegan",Yes,"Cold food, Non-transparent pricing, Late delivery, Lack of discounts",Often,3,4,50–75,No,50–75,1,Depends,Mobile App,Schedule,6
25-34,Male,25K+,Employed,Single,4,3–5,"Fast delivery, Variety of restaurants, Fresh/hot food",Yes,Yes,Often,"Indian, Arabic",Yes,"Driver behavior, Late delivery, Limited restaurant choice",Sometimes,1,5,10–25,Maybe,75–100,2,Yes,Mobile App,Schedule,5
25-34,Male,4–8K,Self-Employed,Other,2,3–5,"Healthy options, Low price, Fresh/hot food",No,Yes,Often,"Japanese, Mexican, Vegan, Indian",Yes,"Limited restaurant choice, Non-transparent pricing, Lack of discounts, Bad customer support",Often,2,5,50–75,Yes,30–50,3,Depends,Phone Call,ASAP,8
25-34,Female,8–15K,Homemaker,Other,7,6+,"Variety of restaurants, Healthy options, Fast delivery",Yes,Yes,Sometimes,"Fast Food, Japanese, Arabic, Mexican",Yes,"Driver behavior, Cold food, Bad customer support, Limited restaurant choice",Often,1,2,50–75,No,75–100,4,Yes,Mobile App,ASAP,8
25-34,Female,4–8K,Self-Employed,Other,6,6+,"Fresh/hot food, Fast delivery",Yes,Yes,Sometimes,"Mexican, Japanese",Yes,Non-transparent pricing,Sometimes,4,4,10–25,Yes,30–50,1,Depends,Mobile App,Depends,10
35-44,Female,4–8K,Unemployed,Married,3,3–5,Fresh/hot food,Yes,Depends,Sometimes,"Italian, Fast Food, Arabic, Indian",Yes,Driver behavior,Often,5,3,50–75,Yes,30–50,4,Yes,Mobile App,ASAP,7
25-34,Male,4–8K,Homemaker,Divorced,2,0,"Sustainability, Variety of restaurants",Yes,Yes,Always,"Mexican, Indian, Italian, Chinese",Neutral,"Bad customer support, Late delivery",Sometimes,3,2,50–75,Yes,30–50,4,No,Mobile App,ASAP,5
25-34,Male,8–15K,Retired,Single,3,1–2,"Healthy options, Fresh/hot food",Yes,Yes,Often,"Japanese, Indian, Mexican",Yes,"Late delivery, Limited restaurant choice, Poor packaging",Always,4,4,10–25,Yes,75–100,4,Yes,Mobile App,ASAP,7
45-54,Male,15–25K,Employed,Divorced,2,3–5,"Discounts, Fresh/hot food",Yes,No,Rarely,"Chinese, Fast Food",Yes,"Driver behavior, Non-transparent pricing, Lack of discounts, Limited restaurant choice",Often,2,4,50–75,Yes,50–75,3,Yes,Mobile App,ASAP,8
25-34,Male,8–15K,Unemployed,Divorced,3,1–2,"Healthy options, Fast delivery",No,Yes,Often,"Arabic, Italian, Chinese",Yes,"Bad customer support, Non-transparent pricing, Late delivery, Cold food",Sometimes,1,1,50–75,Yes,75–100,4,No,Mobile App,Schedule,2
25-34,Male,4–8K,Student,Other,6,1–2,"Fast delivery, Customization",Yes,No,Sometimes,"Indian, Japanese",No,Bad customer support,Rarely,3,4,75–100,No,50–75,2,No,WhatsApp,Schedule,7
45-54,Female,15–25K,Homemaker,Single,4,1–2,"Fast delivery, Low price, Customization",Yes,Yes,Sometimes,"Japanese, Vegan, Indian",Yes,"Non-transparent pricing, Limited restaurant choice, Driver behavior",Sometimes,4,3,25–50,No,50–75,4,Yes,WhatsApp,Schedule,8
35-44,Male,8–15K,Homemaker,Divorced,5,1–2,"Healthy options, Sustainability",Yes,Yes,Often,"Arabic, Italian",No,"Non-transparent pricing, Late delivery, Cold food",Sometimes,5,5,75–100,Yes,75–100,3,Depends,Mobile App,ASAP,7
18-24,Female,8–15K,Unemployed,Divorced,3,3–5,Healthy options,No,No,Sometimes,"Mexican, Japanese, Arabic, Italian",Yes,"Late delivery, Non-transparent pricing, Bad customer support, Lack of discounts",Often,5,5,10–25,Yes,50–75,3,Yes,Website,Depends,6
45-54,Male,8–15K,Unemployed,Single,6,0,Healthy options,Yes,Depends,Often,"Italian, Japanese",Neutral,"Lack of discounts, Poor packaging",Always,3,2,25–50,Yes,75–100,3,Depends,WhatsApp,Depends,4
35-44,Male,4–8K,Self-Employed,Other,3,1–2,"Variety of restaurants, Healthy options, Fresh/hot food",No,Yes,Often,"Chinese, Indian, Fast Food",Yes,"Limited restaurant choice, Lack of discounts, Late delivery",Often,4,5,25–50,Yes,30–50,4,No,Mobile App,Depends,7
25-34,Male,8–15K,Retired,Divorced,4,1–2,"Variety of restaurants, Discounts",No,Yes,Often,"Fast Food, Indian, Italian",Yes,"Cold food, Limited restaurant choice, Bad customer support, Late delivery",Rarely,4,4,75–100,Yes,50–75,2,No,Mobile App,Depends,4
18-24,Non-binary,25K+,Self-Employed,Married,3,3–5,"Fast delivery, Variety of restaurants",No,Yes,Rarely,"Fast Food, Japanese, Chinese",Yes,"Non-transparent pricing, Lack of discounts",Rarely,3,3,50–75,No,75–100,4,Yes,WhatsApp,ASAP,8
35-44,Female,4–8K,Self-Employed,Divorced,6,1–2,"Sustainability, Low price",Yes,Depends,Often,"Mexican, Fast Food, Vegan",No,"Cold food, Non-transparent pricing, Poor packaging, Lack of discounts",Never,3,3,10–25,Yes,75–100,4,No,Mobile App,Schedule,7
35-44,Female,8–15K,Retired,Married,7,1–2,"Fresh/hot food, Customization, Low price",Yes,Depends,Always,"Fast Food, Mexican, Italian",Yes,"Lack of discounts, Late delivery, Driver behavior, Cold food",Always,3,2,10–25,Yes,30–50,3,No,WhatsApp,ASAP,10
25-34,Male,15–25K,Student,Other,6,3–5,Fast delivery,Yes,Yes,Rarely,"Japanese, Mexican, Fast Food",Yes,"Lack of discounts, Cold food",Sometimes,3,2,25–50,Yes,50–75,3,Yes,Mobile App,Depends,3
45-54,Male,15–25K,Self-Employed,Divorced,1,1–2,Customization,Yes,Yes,Sometimes,"Chinese, Indian, Vegan, Japanese",Yes,"Cold food, Bad customer support",Sometimes,5,1,25–50,Yes,50–75,2,Yes,Mobile App,ASAP,6
35-44,Female,4–8K,Self-Employed,Single,4,0,"Fresh/hot food, Fast delivery",Yes,Yes,Sometimes,"Mexican, Fast Food, Italian",No,Poor packaging,Sometimes,4,3,50–75,Maybe,50–75,2,Yes,Mobile App,ASAP,8
25-34,Male,4–8K,Homemaker,Single,7,1–2,"Low price, Fresh/hot food",Yes,Yes,Often,"Japanese, Chinese",No,Non-transparent pricing,Sometimes,5,1,50–75,Yes,30–50,3,Yes,Mobile App,Schedule,9
25-34,Female,0–4K,Retired,Divorced,1,1–2,"Sustainability, Low price, Customization",No,Yes,Often,"Fast Food, Vegan, Indian",Yes,"Bad customer support, Poor packaging, Non-transparent pricing, Late delivery",Sometimes,2,2,75–100,Yes,30–50,3,Yes,Mobile App,ASAP,8
25-34,Male,8–15K,Employed,Other,4,6+,Variety of restaurants,Yes,Yes,Rarely,"Italian, Chinese, Fast Food",Yes,"Limited restaurant choice, Non-transparent pricing, Driver behavior, Bad customer support",Often,1,4,100+,No,75–100,3,Yes,Mobile App,ASAP,5
35-44,Male,8–15K,Student,Other,7,1–2,"Fast delivery, Sustainability, Low price",Yes,No,Often,"Japanese, Italian, Indian",Yes,"Driver behavior, Cold food, Poor packaging, Lack of discounts",Always,3,5,50–75,Yes,75–100,2,No,Mobile App,ASAP,6
18-24,Male,4–8K,Student,Single,3,3–5,"Fresh/hot food, Customization",Yes,Depends,Rarely,"Indian, Mexican, Japanese, Arabic",No,"Late delivery, Poor packaging, Non-transparent pricing, Cold food",Often,2,2,10–25,Yes,50–75,4,Yes,Mobile App,Depends,2
35-44,Male,25K+,Retired,Divorced,7,0,"Sustainability, Variety of restaurants",Yes,Depends,Often,"Vegan, Arabic, Italian",No,"Non-transparent pricing, Limited restaurant choice, Cold food",Always,2,4,25–50,Maybe,75–100,3,Yes,Mobile App,Schedule,7
35-44,Female,8–15K,Unemployed,Other,6,1–2,Healthy options,Yes,Yes,Sometimes,"Japanese, Fast Food, Vegan",Yes,"Driver behavior, Cold food, Limited restaurant choice",Often,5,3,50–75,Maybe,30–50,2,Yes,Website,Depends,9
45-54,Male,4–8K,Unemployed,Single,1,3–5,"Fresh/hot food, Customization, Sustainability",Yes,Yes,Sometimes,"Chinese, Mexican",Yes,"Bad customer support, Late delivery",Always,2,3,25–50,Yes,50–75,5,No,Mobile App,Schedule,7
25-34,Male,8–15K,Homemaker,Married,3,1–2,"Healthy options, Fresh/hot food, Customization",Yes,Depends,Rarely,"Mexican, Arabic",Neutral,"Non-transparent pricing, Driver behavior, Late delivery",Often,4,4,50–75,Yes,75–100,2,Yes,Website,Depends,8
45-54,Male,8–15K,Homemaker,Divorced,6,1–2,"Fast delivery, Healthy options",Yes,Yes,Rarely,"Indian, Fast Food, Vegan",No,Driver behavior,Sometimes,5,3,100+,No,75–100,4,No,Website,ASAP,8
18-24,Male,4–8K,Retired,Married,4,1–2,"Healthy options, Variety of restaurants",No,No,Often,"Fast Food, Chinese, Italian",Yes,"Bad customer support, Limited restaurant choice",Rarely,2,3,75–100,Yes,50–75,1,Depends,Mobile App,ASAP,6
45-54,Female,4–8K,Homemaker,Married,7,1–2,Low price,No,Yes,Sometimes,"Italian, Arabic, Chinese, Japanese",Yes,Late delivery,Rarely,3,3,25–50,Yes,75–100,1,No,Mobile App,Schedule,2
18-24,Female,15–25K,Student,Other,6,3–5,Healthy options,No,Yes,Rarely,"Indian, Japanese, Vegan",Yes,Poor packaging,Often,5,5,25–50,Yes,50–75,4,Yes,WhatsApp,ASAP,10
25-34,Female,8–15K,Student,Other,3,1–2,"Low price, Fresh/hot food, Sustainability",Yes,Yes,Rarely,"Arabic, Mexican, Japanese, Italian",Yes,Lack of discounts,Always,3,5,75–100,Yes,75–100,3,No,Website,Depends,8
35-44,Female,8–15K,Employed,Other,1,3–5,"Low price, Sustainability, Fast delivery",Yes,Yes,Rarely,"Italian, Fast Food, Arabic, Japanese",Yes,Limited restaurant choice,Always,4,3,75–100,Yes,50–75,2,Yes,Mobile App,Schedule,4
18-24,Male,8–15K,Unemployed,Divorced,1,3–5,"Discounts, Sustainability, Healthy options",Yes,No,Often,"Chinese, Fast Food, Japanese",Yes,"Driver behavior, Non-transparent pricing, Cold food",Never,4,3,25–50,Yes,75–100,4,Depends,Website,Schedule,7
25-34,Female,0–4K,Retired,Married,7,1–2,"Sustainability, Discounts",Yes,Yes,Often,"Indian, Vegan, Chinese",Yes,"Non-transparent pricing, Late delivery, Lack of discounts, Driver behavior",Sometimes,3,4,50–75,No,30–50,3,Depends,Mobile App,ASAP,7
35-44,Male,4–8K,Self-Employed,Divorced,6,0,Fast delivery,Yes,Yes,Rarely,"Japanese, Arabic",Yes,"Cold food, Non-transparent pricing",Always,3,3,50–75,Yes,50–75,1,No,Mobile App,Schedule,9
35-44,Male,8–15K,Unemployed,Other,3,1–2,"Fresh/hot food, Low price",Yes,Yes,Sometimes,"Japanese, Vegan, Italian, Indian",Yes,"Poor packaging, Cold food",Rarely,2,4,25–50,Yes,50–75,4,Depends,Mobile App,Schedule,8
35-44,Female,4–8K,Self-Employed,Married,2,3–5,Sustainability,Yes,Depends,Rarely,"Chinese, Italian, Fast Food",Yes,Limited restaurant choice,Often,2,4,25–50,Yes,50–75,2,No,Mobile App,ASAP,8
35-44,Male,0–4K,Employed,Divorced,4,1–2,"Customization, Fresh/hot food",Yes,Yes,Always,"Arabic, Japanese, Indian",No,Limited restaurant choice,Rarely,4,5,75–100,No,50–75,1,Yes,WhatsApp,Schedule,7
25-34,Female,15–25K,Employed,Divorced,4,3–5,Customization,No,Yes,Always,"Mexican, Indian",Yes,Cold food,Often,3,4,50–75,Yes,100–150,2,Yes,Phone Call,ASAP,5
25-34,Male,25K+,Homemaker,Single,3,1–2,Low price,Yes,Yes,Often,"Italian, Fast Food, Vegan",Yes,"Bad customer support, Non-transparent pricing",Often,5,2,25–50,Yes,75–100,3,No,Mobile App,Depends,8
25-34,Female,15–25K,Employed,Divorced,2,3–5,Customization,Yes,Yes,Always,"Arabic, Mexican, Fast Food",Yes,"Limited restaurant choice, Driver behavior, Bad customer support",Sometimes,5,3,50–75,Yes,30–50,3,Depends,Mobile App,ASAP,7
25-34,Female,15–25K,Employed,Other,1,0,"Fast delivery, Customization",Yes,Yes,Often,"Japanese, Arabic, Italian, Vegan",No,"Limited restaurant choice, Lack of discounts",Rarely,2,3,50–75,Yes,75–100,1,Depends,Mobile App,Schedule,5
45-54,Female,4–8K,Self-Employed,Divorced,7,3–5,Sustainability,Yes,No,Often,"Fast Food, Arabic, Indian, Mexican",No,"Driver behavior, Lack of discounts, Non-transparent pricing",Rarely,4,4,75–100,Maybe,30–50,1,No,Mobile App,ASAP,5
35-44,Female,25K+,Homemaker,Married,5,1–2,"Fast delivery, Discounts, Customization",Yes,Yes,Sometimes,"Mexican, Fast Food, Japanese",Yes,"Lack of discounts, Poor packaging, Cold food, Bad customer support",Sometimes,5,5,25–50,Yes,50–75,2,Yes,Mobile App,ASAP,4
25-34,Female,4–8K,Employed,Divorced,5,1–2,Variety of restaurants,Yes,Yes,Sometimes,"Japanese, Italian, Indian, Fast Food",Neutral,"Limited restaurant choice, Non-transparent pricing",Often,2,5,100+,Yes,75–100,2,No,Mobile App,ASAP,9
25-34,Male,25K+,Unemployed,Single,7,1–2,"Fresh/hot food, Healthy options, Discounts",Yes,No,Sometimes,"Arabic, Mexican, Indian",Yes,"Non-transparent pricing, Driver behavior, Cold food",Often,5,4,25–50,No,30–50,4,Depends,Mobile App,ASAP,10
45-54,Female,25K+,Employed,Married,3,1–2,Discounts,No,Yes,Sometimes,"Italian, Fast Food, Indian",Neutral,"Lack of discounts, Poor packaging, Late delivery, Bad customer support",Never,4,2,50–75,Yes,75–100,3,No,Mobile App,Depends,9
25-34,Male,15–25K,Homemaker,Married,2,6+,"Variety of restaurants, Sustainability, Discounts",No,Yes,Often,"Vegan, Japanese",Yes,"Driver behavior, Non-transparent pricing",Sometimes,4,5,50–75,Yes,75–100,4,No,WhatsApp,ASAP,7
35-44,Female,25K+,Retired,Single,2,1–2,Fast delivery,Yes,Yes,Rarely,"Italian, Mexican",Yes,"Bad customer support, Driver behavior, Poor packaging",Sometimes,2,4,25–50,Yes,50–75,4,No,WhatsApp,Schedule,7
25-34,Female,8–15K,Homemaker,Other,4,1–2,"Healthy options, Customization, Sustainability",Yes,Yes,Sometimes,"Vegan, Japanese, Mexican, Italian",Yes,"Non-transparent pricing, Bad customer support",Often,5,2,25–50,No,50–75,4,Depends,Mobile App,ASAP,6
35-44,Female,4–8K,Self-Employed,Married,1,3–5,"Low price, Fast delivery, Healthy options",Yes,No,Sometimes,"Japanese, Fast Food",Yes,"Driver behavior, Limited restaurant choice, Cold food",Sometimes,3,4,75–100,Yes,50–75,1,Depends,Mobile App,ASAP,5
18-24,Male,8–15K,Retired,Other,6,1–2,"Fresh/hot food, Sustainability, Fast delivery",No,No,Sometimes,"Chinese, Mexican",Yes,"Limited restaurant choice, Lack of discounts, Late delivery, Bad customer support",Often,4,3,50–75,Yes,100–150,3,Yes,Mobile App,Depends,10
45-54,Male,8–15K,Unemployed,Married,2,1–2,Variety of restaurants,Yes,No,Sometimes,"Vegan, Fast Food, Italian, Indian",No,Lack of discounts,Sometimes,3,1,25–50,Yes,30–50,3,Yes,Mobile App,Depends,5
45-54,Female,4–8K,Student,Married,7,3–5,"Fast delivery, Low price, Customization",Yes,No,Always,"Japanese, Mexican",No,Limited restaurant choice,Rarely,4,2,25–50,Yes,50–75,3,Depends,WhatsApp,ASAP,5
35-44,Male,8–15K,Homemaker,Other,6,1–2,"Discounts, Low price, Fresh/hot food",Yes,Yes,Often,"Mexican, Fast Food, Vegan, Indian",Yes,"Non-transparent pricing, Lack of discounts",Sometimes,2,3,10–25,No,30–50,1,Depends,Mobile App,ASAP,6
35-44,Male,25K+,Self-Employed,Married,5,6+,"Healthy options, Sustainability",Yes,Yes,Often,"Vegan, Japanese, Chinese, Indian",Yes,"Driver behavior, Late delivery",Often,2,3,25–50,Maybe,30–50,2,Yes,Mobile App,ASAP,6
45-54,Male,4–8K,Unemployed,Other,6,1–2,"Fresh/hot food, Healthy options, Sustainability",No,Yes,Sometimes,"Chinese, Mexican, Vegan, Italian",Yes,Non-transparent pricing,Often,4,2,100+,No,75–100,1,No,Mobile App,ASAP,8
35-44,Female,15–25K,Retired,Single,1,1–2,Discounts,Yes,Yes,Sometimes,"Chinese, Mexican",Yes,"Limited restaurant choice, Bad customer support",Always,3,4,50–75,No,50–75,2,Depends,WhatsApp,Schedule,5
25-34,Female,25K+,Unemployed,Other,7,3–5,"Customization, Fresh/hot food",Yes,Depends,Rarely,"Vegan, Chinese, Japanese, Fast Food",Yes,"Bad customer support, Non-transparent pricing, Lack of discounts",Rarely,3,4,100+,Maybe,150+,3,Depends,Mobile App,ASAP,3
35-44,Male,25K+,Homemaker,Single,1,3–5,"Fast delivery, Fresh/hot food",Yes,Depends,Often,"Italian, Japanese",Yes,Non-transparent pricing,Often,4,2,10–25,Yes,50–75,2,Depends,Mobile App,ASAP,6
35-44,Male,25K+,Employed,Married,6,1–2,"Variety of restaurants, Customization",Yes,Yes,Sometimes,"Japanese, Arabic, Fast Food",No,"Poor packaging, Bad customer support, Late delivery, Driver behavior",Rarely,2,5,50–75,Yes,50–75,2,Yes,WhatsApp,ASAP,6
25-34,Male,8–15K,Homemaker,Other,3,3–5,"Healthy options, Low price, Fresh/hot food",No,Yes,Rarely,"Italian, Vegan",Yes,"Late delivery, Lack of discounts, Bad customer support, Poor packaging",Sometimes,5,2,10–25,Yes,30–50,3,Depends,Mobile App,ASAP,6
35-44,Female,25K+,Student,Married,2,1–2,"Customization, Discounts, Low price",No,Yes,Often,"Fast Food, Italian",Yes,Driver behavior,Sometimes,3,3,50–75,Yes,100–150,2,Yes,Mobile App,ASAP,6
45-54,Female,15–25K,Homemaker,Other,7,1–2,"Sustainability, Discounts",Yes,Yes,Rarely,"Italian, Chinese, Japanese, Arabic",Yes,"Cold food, Driver behavior, Lack of discounts, Non-transparent pricing",Rarely,4,4,25–50,Yes,30–50,3,Depends,Mobile App,ASAP,6
45-54,Male,4–8K,Retired,Single,3,3–5,Healthy options,Yes,Yes,Sometimes,"Japanese, Italian, Mexican",Yes,"Late delivery, Bad customer support",Sometimes,4,3,10–25,Yes,50–75,2,Yes,Phone Call,ASAP,4
25-34,Male,8–15K,Retired,Single,6,1–2,Discounts,Yes,Yes,Never,"Fast Food, Japanese, Chinese, Vegan",Yes,"Poor packaging, Lack of discounts, Bad customer support, Non-transparent pricing",Rarely,4,5,50–75,Yes,50–75,1,No,Website,ASAP,10
18-24,Male,15–25K,Homemaker,Other,2,1–2,"Fast delivery, Fresh/hot food",Yes,Depends,Rarely,"Mexican, Japanese, Indian",No,"Late delivery, Limited restaurant choice, Poor packaging, Cold food",Always,2,3,25–50,Yes,50–75,2,No,Mobile App,ASAP,10
55+,Female,4–8K,Retired,Single,4,3–5,"Variety of restaurants, Discounts",Yes,No,Rarely,"Mexican, Chinese, Japanese",Yes,"Non-transparent pricing, Limited restaurant choice, Lack of discounts",Sometimes,5,2,50–75,Maybe,50–75,3,Depends,Mobile App,Schedule,10
45-54,Female,8–15K,Employed,Married,3,6+,Fresh/hot food,Yes,Yes,Rarely,"Arabic, Chinese, Fast Food",Yes,"Driver behavior, Poor packaging",Sometimes,4,4,50–75,Yes,50–75,2,No,Mobile App,Schedule,4
18-24,Male,8–15K,Unemployed,Married,3,1–2,"Fast delivery, Customization, Discounts",Yes,Yes,Often,"Italian, Fast Food, Mexican, Indian",No,"Late delivery, Lack of discounts, Cold food",Often,3,1,50–75,Yes,30–50,1,Yes,Mobile App,Schedule,8
45-54,Male,4–8K,Homemaker,Divorced,6,1–2,Healthy options,Yes,Yes,Often,"Indian, Japanese",Yes,"Driver behavior, Limited restaurant choice, Lack of discounts",Sometimes,3,4,100+,No,50–75,4,Depends,Mobile App,Schedule,6
45-54,Male,8–15K,Employed,Single,5,3–5,"Fresh/hot food, Variety of restaurants",Yes,Depends,Sometimes,"Mexican, Fast Food",No,"Cold food, Driver behavior, Bad customer support",Sometimes,4,5,25–50,Yes,75–100,3,Yes,Mobile App,ASAP,6
25-34,Non-binary,15–25K,Unemployed,Married,6,6+,Discounts,No,Depends,Often,"Italian, Arabic, Fast Food, Chinese",Yes,"Poor packaging, Non-transparent pricing",Rarely,3,1,25–50,Yes,50–75,2,Yes,Mobile App,ASAP,5
35-44,Male,8–15K,Unemployed,Other,3,3–5,"Fresh/hot food, Sustainability",Yes,Depends,Sometimes,"Indian, Arabic, Italian, Mexican",Yes,"Non-transparent pricing, Bad customer support",Often,4,3,75–100,Yes,30–50,3,Depends,WhatsApp,Schedule,10
25-34,Female,0–4K,Employed,Single,2,1–2,"Customization, Variety of restaurants, Discounts",Yes,Yes,Sometimes,"Italian, Japanese",No,"Poor packaging, Driver behavior, Late delivery",Sometimes,5,1,50–75,No,50–75,2,No,Mobile App,Depends,6
18-24,Female,0–4K,Self-Employed,Married,5,1–2,Customization,Yes,No,Rarely,"Indian, Vegan, Chinese",No,"Limited restaurant choice, Driver behavior, Bad customer support, Poor packaging",Often,2,3,10–25,Maybe,30–50,4,Depends,Mobile App,ASAP,5
25-34,Male,8–15K,Homemaker,Single,6,1–2,"Fresh/hot food, Fast delivery",Yes,Yes,Often,"Mexican, Italian, Fast Food, Arabic",Yes,"Driver behavior, Lack of discounts",Sometimes,4,5,75–100,Yes,30–50,5,No,Mobile App,ASAP,7
45-54,Male,25K+,Unemployed,Other,7,3–5,"Discounts, Sustainability",Yes,Yes,Sometimes,"Chinese, Fast Food, Mexican",Yes,"Limited restaurant choice, Lack of discounts, Bad customer support, Late delivery",Often,3,4,10–25,Yes,50–75,2,Depends,Mobile App,Schedule,8
18-24,Male,4–8K,Unemployed,Married,6,3–5,"Low price, Healthy options, Sustainability",Yes,Yes,Often,"Arabic, Japanese",No,"Non-transparent pricing, Late delivery, Bad customer support, Driver behavior",Sometimes,5,3,25–50,Yes,50–75,4,Depends,Mobile App,Schedule,6
25-34,Female,8–15K,Retired,Divorced,3,3–5,"Healthy options, Fresh/hot food, Variety of restaurants",No,Yes,Often,"Italian, Chinese, Japanese",Yes,"Non-transparent pricing, Poor packaging, Late delivery",Often,5,1,25–50,Yes,30–50,2,No,Mobile App,ASAP,7
25-34,Female,4–8K,Unemployed,Divorced,3,6+,"Low price, Customization",Yes,No,Sometimes,"Arabic, Chinese, Japanese",Yes,"Lack of discounts, Bad customer support",Always,4,2,10–25,Maybe,50–75,2,Depends,Website,Depends,9
25-34,Female,8–15K,Employed,Single,4,0,Fast delivery,Yes,Yes,Often,"Arabic, Chinese, Vegan, Japanese",No,"Driver behavior, Limited restaurant choice, Late delivery, Bad customer support",Always,4,3,10–25,No,150+,5,No,WhatsApp,Schedule,5
45-54,Female,15–25K,Unemployed,Other,6,1–2,"Customization, Variety of restaurants",Yes,Yes,Always,"Chinese, Italian",Yes,"Bad customer support, Limited restaurant choice",Always,5,4,10–25,Yes,100–150,3,Depends,Mobile App,ASAP,7
25-34,Male,15–25K,Self-Employed,Married,3,1–2,Healthy options,Yes,Yes,Sometimes,"Japanese, Indian, Italian",No,"Non-transparent pricing, Poor packaging, Late delivery",Sometimes,4,4,25–50,No,75–100,4,Depends,Mobile App,Depends,5
25-34,Non-binary,4–8K,Homemaker,Other,7,1–2,Variety of restaurants,Yes,Yes,Sometimes,"Italian, Indian",No,"Poor packaging, Cold food, Bad customer support",Rarely,5,4,25–50,Yes,30–50,3,Yes,Mobile App,ASAP,5
35-44,Female,8–15K,Homemaker,Married,1,0,Healthy options,Yes,Yes,Often,"Indian, Italian",Yes,"Limited restaurant choice, Lack of discounts, Cold food",Always,3,2,25–50,Maybe,30–50,1,No,Website,ASAP,10
25-34,Male,0–4K,Unemployed,Single,5,0,"Customization, Sustainability, Fresh/hot food",Yes,Yes,Often,"Chinese, Japanese, Vegan",No,"Cold food, Driver behavior, Late delivery",Always,3,3,50–75,Maybe,75–100,5,Depends,Mobile App,ASAP,7
25-34,Non-binary,8–15K,Student,Married,1,3–5,Fast delivery,Yes,Yes,Rarely,"Vegan, Mexican, Indian, Arabic",Yes,"Lack of discounts, Poor packaging",Often,2,3,25–50,Yes,30–50,3,Yes,Mobile App,Depends,4
25-34,Female,8–15K,Student,Other,5,3–5,"Discounts, Customization, Fast delivery",Yes,Yes,Sometimes,"Mexican, Vegan, Indian, Japanese",Yes,"Limited restaurant choice, Non-transparent pricing",Sometimes,3,2,10–25,No,30–50,3,Yes,WhatsApp,ASAP,6
18-24,Female,4–8K,Employed,Other,7,1–2,"Fast delivery, Low price",Yes,Depends,Sometimes,"Mexican, Indian, Italian",Yes,Poor packaging,Always,3,2,25–50,Yes,50–75,2,No,Website,Depends,4
25-34,Female,4–8K,Student,Single,6,1–2,"Variety of restaurants, Low price, Discounts",Yes,Yes,Sometimes,"Indian, Arabic, Mexican, Vegan",No,Driver behavior,Often,3,4,25–50,Yes,30–50,4,Yes,Website,ASAP,6
25-34,Female,8–15K,Employed,Other,4,1–2,"Fast delivery, Low price",Yes,Yes,Rarely,"Indian, Italian",No,"Driver behavior, Late delivery, Lack of discounts",Often,4,1,25–50,No,75–100,4,Depends,Phone Call,Depends,5
25-34,Female,25K+,Retired,Married,3,3–5,Low price,Yes,Yes,Always,"Mexican, Japanese, Vegan",Yes,"Non-transparent pricing, Poor packaging, Lack of discounts",Often,4,1,25–50,Yes,75–100,1,Yes,Mobile App,Depends,8
45-54,Male,25K+,Employed,Single,3,3–5,Fast delivery,No,Depends,Often,"Indian, Japanese",Yes,Bad customer support,Often,3,5,50–75,Yes,75–100,3,Yes,Website,ASAP,10
25-34,Male,0–4K,Student,Married,3,3–5,"Fresh/hot food, Customization",Yes,No,Sometimes,"Indian, Chinese, Vegan, Arabic",Neutral,"Poor packaging, Lack of discounts",Often,4,3,50–75,No,75–100,4,Depends,Mobile App,ASAP,6
35-44,Female,15–25K,Unemployed,Other,6,1–2,"Low price, Discounts, Customization",No,Yes,Often,"Mexican, Indian, Japanese",Yes,"Driver behavior, Lack of discounts",Sometimes,4,5,75–100,No,30–50,4,Yes,Other,ASAP,5
